"site_ID","main_isld","region","DOC_region","area","DOC_code","DOC_name","DOC_size","DOC_pc","S1_area_pc","S2_area_pc","S3_area_pc","S1_limits","S2_limits","S3_limits","S1_uncrt","S2_uncrt","S3_uncrt","MESS_class","dissim_var","hum_im_pc","rd_sl_mi","rd_unsl_mi","fences","graze_pc","in_watr_mi","in_watr_me","in_watr_mx","pine_pc","curr_NZSL","histr_NZSL","X","Y","id"
"SSI-20","South Island","Otago Region","Southern South Island",0.84,"G47134; G47133","Conservation Area - Waipati Estuary; Waipati Beach Scenic Reserve",0.5,59.57,20.34,1.72,94.61,"sand distance","sand distance","grass distance",1.85,0.48,0.34,"none","sand distance",0,1.77,0.57,"absent",7.32,0.03,0.82,2.29,NA,"Tahakopa Bay",NA,1321217.5486112,4831289.22029216,328
"SSI-21","South Island","Southland Region","Southern South Island",1.83,"E470104; E470105; E470029; E470031; E470032","Marginal Strip - Bluff Harbour; Marginal Strip - Bluff Harbour; Conservation Area - Green Point; Habour Reserve; Habour Reserve",0.04,2.24,51.67,22.99,83.28,"sand distance","grass distance","grass distance",1.19,0.47,0.51,"low","slope",34.3,0,0,"present",26.72,0,0.84,2.43,NA,NA,NA,1240638.66496073,4833163.25690739,329
"SSI-22","South Island","Southland Region","Southern South Island",6.53,"E470109; E470110; E470095; E470096","Marginal Strip - Tiwai Spit; Marginal Strip - Bluff Harbour; Conservation Area - Tiwai Spit; Conservation Area - Tiwai Point",2.53,38.69,43.25,64.55,99.16,"sand distance","inland water distance","coast distance",1.04,0.38,0.3,"low","slope",24.94,0,0,"present",1.79,0,1.57,3.4,NA,NA,NA,1249234.81963048,4831073.05909699,330
"SSI-23","South Island","Southland Region","Southern South Island",14.39,"F470010; E470109; E470112; F470016; F470017; F470002; E470095","Marginal Strip - Waituna Lagoon; Marginal Strip - Tiwai Spit; Marginal Strip - Tiwai Spit; Conservation Area - Hut Site; Conservation Area - Toetoes Harbour Spit; Waituna Wetlands Scientific Reserve; Conservation Area - Tiwai Spit",5.45,37.85,32.61,49.12,86.46,"sand distance","sand distance","coast distance",1.22,0.4,0.37,"low","slope",1.74,0.04,0,"present",7.85,0,0.7,4.45,NA,NA,NA,1260974.81478817,4831240.94626419,331
"SSI-24","South Island","Southland Region","Southern South Island",1.24,"G470017; G470025; G470018; G470020; G470024","Conservation Area - Waikawa Harbour; Marginal Strip - Porpoise Bay; Recreation Reserve; Curio Bay Scientific Reserve; Marginal Strip - Waikawa Harbour",0.07,5.47,61.23,17.21,79.96,"grass distance","grass distance","grass distance",1.12,0.43,0.55,"low","land cover",83.86,0,0,"present",41.56,0.03,1.42,2.39,NA,"Porpoise Bay",NA,1302684.69128924,4826703.45398124,332
"SSI-25","South Island","Southland Region","Southern South Island",0.46,"F470054; F470055","Conservation Area - The Resevoir, Haldane; Marginal Strip - Haldane Bay",0.28,61.74,100,0,30.2,"grass distance","grass distance","grass distance",0.61,0.43,0.78,"none","sand distance",0,3.25,0.58,"absent",0.53,0.03,0.25,0.86,NA,"Porpoise Bay",NA,1297152.56802059,4824813.07826922,333
"SSI-26","South Island","Southland Region","Southern South Island",3.3,"F470036; F470037; F470027; F470038","Conservation Area - Waipapa Beach; Conservation Area - Waipapa Point; Recreation Reserve - Waipapa Point; Marginal Strip - Waipapa Stream",0.97,29.43,50.64,30.5,87.97,"grass distance","grass distance","grass distance",1.17,0.44,0.51,"low","land cover",0,0.75,0,"present",34.31,0,0.64,2.89,NA,NA,NA,1286457.24231952,4825016.33672725,334
"SSI-27","South Island","Southland Region","Southern South Island",0.41,"D480007","Rakiura National Park",0.26,65.25,100,0,52.23,"grass distance","grass distance","grass distance",0.62,0.41,0.74,"intermediate","grass distance",0,30.23,29.45,"absent",NA,0.03,0.95,1.74,NA,NA,NA,1205931.25964099,4815151.21359145,335
"SSI-28","South Island","Southland Region","Southern South Island",0.48,NA,NA,NA,NA,100,0,72.85,"grass distance","grass distance","grass distance",0.63,0.43,0.69,"none","sand distance",0,337.23,149.63,"present",59.23,0.5,0.86,1.15,NA,NA,NA,1256473.10704316,4811580.25465124,336
"SSI-29","South Island","Southland Region","Southern South Island",1.2,NA,NA,NA,NA,22.5,67.92,82.34,"sand distance","sand distance","coast distance",1.73,0.26,0.31,"low","sand distance",0,337.23,149.63,"absent",5.91,0,0.62,1.6,NA,NA,NA,1259383.54165998,4811985.8073696,337
"SSI-30","South Island","Southland Region","Southern South Island",0.83,NA,NA,NA,NA,29.1,56.24,71.8,"sand distance","grass distance","grass distance",1.52,0.3,0.45,"low","land cover",0,337.23,149.63,"present",45.27,0,0.26,0.65,NA,NA,NA,1258444.14814159,4810002.79637573,338
"SSI-31","South Island","Southland Region","Southern South Island",1.56,"D480007","Rakiura National Park",1.19,76.2,26.66,57.91,89.89,"sand distance","sand distance","coast distance",1.53,0.29,0.33,"none","sand distance",0,12.64,12.8,"absent",NA,0,0.59,2.32,NA,NA,NA,1217172.6877805,4793972.05869048,339
"SSI-32","South Island","Southland Region","Southern South Island",0.39,"D480007","Rakiura National Park",0.39,99.98,44.43,41.24,96.66,"sand distance","inland water distance","inland water distance",1.14,0.47,0.65,"low","inland water distance",0,60.28,59.49,"present",NA,3.91,4.21,4.51,NA,NA,NA,1203661.0270857,4791743.39191827,340
"SSI-33","South Island","Southland Region","Southern South Island",0.44,"D480007","Rakiura National Park",0.01,3.14,100,0,74.32,"grass distance","grass distance","grass distance",0.73,0.62,0.6,"none","slope",0,22.63,22.79,"absent",NA,0.03,0.55,2.11,NA,NA,NA,1213600.76323816,4785831.66570765,341
"SSI-34","South Island","Southland Region","Southern South Island",5.66,"D480007","Rakiura National Park",4.61,81.34,93.82,0,41.77,"grass distance","grass distance","grass distance",0.68,0.55,1.13,"low","inland water distance",0,57.05,56.27,"absent",NA,0.38,2.48,6.37,NA,NA,NA,1201485.31483685,4789474.6100924,342
"SSI-35","South Island","Southland Region","Southern South Island",0.56,"D480007","Rakiura National Park",0.42,75.26,100,0,47.95,"grass distance","grass distance","grass distance",0.62,0.43,0.74,"none","sand distance",0,75.63,74.84,"absent",NA,0.03,0.39,1.73,NA,NA,NA,1198390.62848365,4776286.28205749,343
"SSI-36","South Island","Southland Region","Southern South Island",0.51,"D480007","Rakiura National Park",0.08,16.17,100,0.73,47.26,"grass distance","inland water distance","inland water distance",0.58,0.64,0.98,"intermediate","inland water distance",0,98.62,98.39,"absent",NA,16.81,17.76,18.69,NA,"South Arm; Port Pegasus/Pikihatiti; North Arm",NA,1192574.17886498,4759105.41386957,344
"WSI-1","South Island","West Coast Region","Western South Island",0.6,"M27001","Kahurangi National Park",0.06,10.78,58.63,66.94,57.8,"grass distance","grass distance","grass distance",1.06,0.31,0.55,"none","sand distance",0,15.24,10.91,"absent",8.76,0,0.51,2.7,NA,NA,NA,1524933.37227414,5461699.41588785,345
"WSI-2","South Island","West Coast Region","Western South Island",2.19,"L27007; L27063","Conservation Area - Oparara River Lagoon; Marginal Strip - Oparara River Mouth",0.09,4.32,46.64,38.84,80.45,"sand distance","grass distance","grass distance",1.19,0.43,0.48,"low","land cover",0,0,0.08,"present",44.11,0,0.64,2.97,NA,NA,NA,1525004.1118891,5440097.73149471,346
"WSI-3","South Island","West Coast Region","Western South Island",1.93,"L27015","Conservation Area - Karamea Estuary",0.01,0.69,53.02,41.76,78.76,"sand distance","grass distance","grass distance",1.12,0.4,0.52,"low","slope",0,0.37,0.05,"present",47.06,0,0.34,1.1,NA,NA,NA,1524575.52691309,5434513.22146564,347
"WSI-4","South Island","West Coast Region","Western South Island",2.66,"L27019; L28009","Conservation Area - Kongahu; Conservation Area - Little Wanganui River Head",0.35,13.2,63.2,25.25,59.91,"grass distance","grass distance","grass distance",1.08,0.53,0.71,"low","slope",0,0,0.03,"present",37.36,0,1.37,4.82,NA,NA,NA,1523190.70362097,5424623.32765107,348
"WSI-5","South Island","West Coast Region","Western South Island",5.68,"L28035; L28036; L28037; K29009; K29010; K29141; L29078; NA; L28034","Conservation Area - S.H.67 - Hector; Conservation Area - S.H.67 - Hector; Conservation Area - Granity; Conservation Area - Jones Creek; Conservation Area - Waimangaroa River Mouth; Government Purpose Reserve - Wildlife Management - Jones Creek; Birchfiel",0.94,16.56,23.8,39.97,89.85,"sand distance","sand distance","sand distance",1.44,0.35,0.3,"low","land cover",78.09,0,0,"present",39.23,0,0.65,2.03,NA,NA,NA,1500175.15544181,5386653.96032798,349
"WSI-6","South Island","West Coast Region","Western South Island",0.54,NA,NA,NA,NA,90.54,0,85.01,"grass distance","grass distance","grass distance",0.75,0.59,0.63,"none","slope",0,1.56,0,"present",31.32,0.03,0.64,1.36,NA,NA,NA,1494550.47577851,5381963.94175321,350
"WSI-7","South Island","West Coast Region","Western South Island",0.68,NA,NA,NA,NA,98.52,0,75,"grass distance","grass distance","grass distance",0.7,0.58,0.64,"none","slope",0,1.07,0.06,"absent",6.29,0.03,0.36,0.86,NA,NA,NA,1491644.4907407,5379709.8842593,351
"WSI-8","South Island","West Coast Region","Western South Island",4.67,"K29017; K29018; K29122; K29019; K29123","Conservation Area - Orowaiti River Mouth; Conservation Area - Westport - Orowaiti Road; Marginal Strip - Orowaiti Lagoon; Conservation Area - Buller River Mouth; Marginal Strip - Beaton Creek",1.79,38.37,33.89,57.95,89.87,"sand distance","grass distance","grass distance",1.3,0.41,0.34,"low","slope",90.02,0,0,"present",17.84,0,0.34,0.94,NA,NA,NA,1485411.85056234,5378167.46116771,352
"WSI-9","South Island","West Coast Region","Western South Island",1.79,"K29028; K29119","Conservation Area - Omau beach; Marginal strip - Carters Beach",0.17,9.57,73.54,4.92,78.42,"grass distance","grass distance","grass distance",1,0.54,0.63,"low","slope",77.86,0,0,"present",35.4,0.04,1.17,2.45,NA,NA,NA,1478428.73082279,5377239.37412839,353
"WSI-10","South Island","West Coast Region","Western South Island",1.12,"K29140","Orowaiti Estuary Scenic Reserve",0.09,8.1,21.23,82.51,96.48,"sand distance","grass distance","inland water distance",1.49,0.27,0.27,"low","slope",100,0,1.01,"present",49.32,0,0.15,0.48,NA,NA,NA,1485906.02006683,5376545.44314387,354
"WSI-11","South Island","West Coast Region","Western South Island",0.79,"K29029; K29088","Conservation Area - Cape Foulwind beach; Recreation Reserve - Cape Foulwind",0.37,46.29,20.31,70.39,98.58,"sand distance","sand distance","slope",1.75,0.26,0.33,"low","sand distance",100,0.25,0.13,"present",29.47,0.28,0.58,1.18,NA,NA,NA,1472403.13729337,5376465.60778925,355
"WSI-12","South Island","West Coast Region","Western South Island",6.81,"K29045; K29055; K29042; K29043; K29029; K29034; K29040; K29041; K29051; K29054; K29118; K29142; K29030","Conservation Area - Little Totara River - Water Race; Conservation Area - Rahui; Conservation Area - Rahui - Beach Road; Conservation Area - Rahui - Beach Road; Conservation Area - Cape Foulwind beach; Recreation Reserve - Tauranga Bay; Conservation Area",0.71,10.41,51.84,36.61,82.42,"sand distance","grass distance","grass distance",1.22,0.37,0.46,"low","sand distance",29.77,0,0,"present",35.66,0,0.77,2.86,NA,NA,NA,1472271.6027159,5367848.86985063,356
"WSI-13","South Island","West Coast Region","Western South Island",0.47,"K29061; K29162","Conservation Area - Little Beach; Scenic Reserve - Charleston",0.02,5.05,11.62,36.58,91.32,"sand distance","sand distance","grass distance",1.9,0.32,0.33,"low","sand distance",100,0,0,"absent",32.26,0,0.45,0.89,NA,NA,NA,1471334.83688405,5360739.73035964,357
"WSI-14","South Island","West Coast Region","Western South Island",0.44,"K30065; K30066","Marginal Strip - Belfast Creek; Marginal strip - Fox River, Woodpecker Bay",0.03,6.62,100,0,17.55,"grass distance","grass distance","grass distance",0.67,0.51,0.94,"none","sand distance",35.38,0,7.31,"absent",52.47,0.03,1.77,3.54,NA,NA,NA,1466912.4286732,5347162.60699016,358
"WSI-15","South Island","West Coast Region","Western South Island",0.46,"K30015; K30012; K30030","Paparoa National Park; Local Purpose Reserve - Stock Resting - Bullock Creek; Punakaiki Scenic Reserve",0.32,69.04,9.97,50.67,96.09,"sand distance","sand distance","coast distance",2.2,0.34,0.31,"none","sand distance",0,0,0,"present",3.57,0.16,0.85,1.5,NA,NA,NA,1462792.34522192,5338820.00336491,359
"WSI-16","South Island","West Coast Region","Western South Island",4.55,"K30028; K30015; K31122; K31125; K30085; K31005; K30026; J31008; NA; K30086; K30087; K30030; K30068","Conservation Area - Barrytown Flat; Paparoa National Park; Marginal strip - Tasman Sea, Barrytown; Marginal Strip - Tasman Sea, Pakiroa Beach; Scenic Reserve - Lawson Creek; Conservation Area - Paparoa Range South; Conservation Area - Punakaiki - Coast R",1.6,35.18,46.01,43.09,84.82,"sand distance","grass distance","grass distance",1.29,0.37,0.44,"low","inland water distance",37.9,0,0,"present",28.95,0,1.23,3.73,NA,NA,NA,1461139.43019731,5327843.04031835,360
"WSI-17","South Island","West Coast Region","Western South Island",0.43,"J31011; J31038","Rapahoe Range Scenic Reserve; Marginal Strip - Point Elizabeth",0.07,16.42,23.24,35.29,93.53,"sand distance","sand distance","grass distance",1.42,0.4,0.38,"low","sand distance",100,0,0,"present",19.85,0.03,0.49,1.31,NA,NA,NA,1454896.9117645,5306550.40441202,361
"WSI-18","South Island","West Coast Region","Western South Island",0.54,"J31026","Lake Ryan Wildlife Refuge Reserve",0.06,12.01,53.24,56.37,39.7,"grass distance","grass distance","grass distance",1.28,0.38,0.6,"low","land cover",73.96,0,0,"present",44.82,0,0.58,2.89,NA,NA,NA,1452385.76388866,5301510.7060188,362
"WSI-19","South Island","West Coast Region","Western South Island",2.84,"J32168; J32069; J31045; J32006","Marginal Strip - Saltwater Creek; Paroa Wildlife Management Reserve; Marginal Strip - Blaketown; Conservation Area - Taramakau Riverbed",0.36,12.85,45.26,43.3,78.98,"sand distance","grass distance","grass distance",1.34,0.35,0.46,"low","sand distance",54.76,0,0.04,"absent",24.05,0,0.38,1.28,NA,NA,NA,1449366.31691978,5292253.54428321,363
"WSI-20","South Island","West Coast Region","Western South Island",0.75,"J32006","Conservation Area - Taramakau Riverbed",0.12,15.27,38.56,50.08,85.82,"sand distance","grass distance","grass distance",1.5,0.32,0.42,"low","land cover",32.09,0.3,0,"absent",59.91,0,0.55,1.44,NA,NA,NA,1445550.4353231,5284866.91542326,364
"WSI-21","South Island","West Coast Region","Western South Island",0.44,NA,NA,NA,NA,100,0,26.48,"grass distance","grass distance","grass distance",0.61,0.45,0.77,"low","sand distance",0,0.39,1.03,"absent",4.97,0.03,0.24,1.49,NA,NA,NA,1443758.62676026,5281603.73239477,365
"WSI-22","South Island","West Coast Region","Western South Island",0.75,"J32179; J32026","Marginal Strip - Waimea Creek, Awatuna; Conservation Area - Arahura River Mouth",0.11,15.14,74.79,18.84,70.02,"grass distance","grass distance","grass distance",1.03,0.51,0.62,"low","slope",0,0.13,0.74,"present",13.45,0,0.43,1.51,NA,NA,NA,1440154.14572831,5276358.18676763,366
"WSI-23","South Island","West Coast Region","Western South Island",1.21,"J33006","Conservation Area - Kokatahi / Hokitika Riverbed",0,0.07,79.05,13.18,73.29,"grass distance","grass distance","grass distance",0.9,0.47,0.6,"low","sand distance",87.29,0,0,"present",37.83,0.03,0.87,2.15,NA,NA,NA,1435463.04040105,5271524.50463258,367
"WSI-24","South Island","West Coast Region","Western South Island",8.12,"J33005; J33006; J33012; J33042; J33081; J33116; J33118; J33017","Conservation Area - Takutai; Conservation Area - Kokatahi / Hokitika Riverbed; Conservation Area - Mananui Bush; Southside Recreation Reserve; Totara Lagoon Wildlife Management Reserve; Mahinapua Creek Rail Bridge Historic Reserve; Marginal strip - Fishe",1.3,15.96,30.74,62.53,79.68,"sand distance","grass distance","inland water distance",1.53,0.3,0.39,"low","land cover",28.83,0,0.04,"present",25.34,0,0.39,1.58,NA,NA,NA,1426526.37029719,5258606.05912073,368
"WSI-25","South Island","West Coast Region","Western South Island",1.04,"I33002; I33004; I33015; I33022; I33003; I33016","Conservation Area - Mikonui River Mouth; Conservation Area - Waikoriri Creek; Fergusons Bush Scenic Reserve; Marginal Strip - Shearer Swamp; Conservation Area - Shearers Swamp - Mikonui; Shearers Swamp Wildlife Management Reserve",0.55,52.81,4.13,16.95,100,"sand distance","sand distance","sand distance",1.31,0.5,0.24,"low","slope",20.48,0.88,0,"present",37.03,0.42,1.1,1.58,NA,NA,NA,1415964.14670587,5245960.10479155,369
"WSI-26","South Island","West Coast Region","Western South Island",0.65,"I33002; I33022; I33029; I33001","Conservation Area - Mikonui River Mouth; Marginal Strip - Shearer Swamp; Scenic Reserve - Pearn Brook; Kakapotahi Ecological Area",0.44,68.39,12.05,44.74,87.08,"sand distance","sand distance","inland water distance",1.67,0.38,0.38,"low","sand distance",0,2.09,0,"absent",9.46,0,0.35,1.86,NA,NA,NA,1413739.91079963,5244058.93201665,370
"WSI-27","South Island","West Coast Region","Western South Island",0.94,"I33011; I33026; I33025","Conservation Area - Ounatai Lagoon; Marginal strip - Duffers Creek; Marginal Strip - Ounatai Lagoon",0.22,23.67,24.2,13.47,92.47,"sand distance","grass distance","grass distance",1.49,0.52,0.35,"low","sand distance",0,9.88,1.59,"absent",4.65,0.03,0.56,1.02,NA,NA,NA,1406901.41666575,5238974.20000152,371
"WSI-28","South Island","West Coast Region","Western South Island",0.51,"I33011; I34006","Conservation Area - Ounatai Lagoon; Conservation Area - Ianthe Forest",0.47,91.53,100,0,24.72,"grass distance","grass distance","grass distance",0.63,0.42,0.86,"none","sand distance",0,13.08,0.08,"absent",NA,0.03,1.08,3.25,NA,NA,NA,1403671.04858448,5236874.92312592,372
"WSI-29","South Island","West Coast Region","Western South Island",0.74,"I34037; I34007; I34055","Saltwater Lagoon Scenic Reserve; Conservation Area - Wanganui Riverbed; Oneone Wildlife Management Area",0.18,24.64,14.7,53.72,79.9,"sand distance","sand distance","sand distance",1.62,0.28,0.31,"none","sand distance",0,28.94,1.13,"absent",NA,0,0.34,0.73,NA,NA,NA,1389642.79731849,5231300.96315165,373
"WSI-30","South Island","West Coast Region","Western South Island",1.37,"I34014; I34037","Conservation Area - Poerua River Mouth; Saltwater Lagoon Scenic Reserve",0.67,48.9,37.64,7.9,73.5,"sand distance","grass distance","grass distance",1.27,0.47,0.46,"none","sand distance",0,21.35,2.74,"absent",NA,0,0.3,0.74,NA,NA,NA,1386963.06999389,5227882.78044054,374
"WSI-31","South Island","West Coast Region","Western South Island",4.77,"H34002; H34009; H34012","Conservation Area - Waitangitaona River Mouth; Waitangiroto Nature Reserve; Government Purpose Reserve - Wildlife Management - Okarito Lagoon",3.43,71.8,20.73,71.79,76.3,"sand distance","sand distance","inland water distance",1.56,0.3,0.37,"low","sand distance",0,1.93,2.52,"present",0.58,0,0.18,0.6,NA,NA,NA,1373981.57421715,5217278.41533132,375
"WSI-32","South Island","West Coast Region","Western South Island",1.05,"H34021; H34006; H34012; H34039; H34040; H34014; H34015; H34016; H34017; H34018; H34019; H34020; H34042; H35042","Government Purpose Reserve - Hospital - Okarito; Conservation Area - Okarito; Government Purpose Reserve - Wildlife Management - Okarito Lagoon; Conservation Area - Okarito Township; Recreation Reserve - Okarito Township; Okarito Recreation Reserve; Dono",0.43,41.06,17.4,75,65.2,"sand distance","sand distance","inland water distance",1.77,0.23,0.45,"low","sand distance",0,0,0,"absent",NA,0,0.1,0.46,NA,NA,NA,1369843.46773962,5210789.64076697,376
"WSI-33","South Island","West Coast Region","Western South Island",1.06,"H35042","Westland / Tai Poutini National Park",0.86,80.61,25.9,51.32,90.46,"sand distance","grass distance","grass distance",1.63,0.36,0.35,"none","sand distance",0,3.17,3.27,"absent",NA,0,0.58,1.15,NA,NA,NA,1366001.55882101,5207252.54412265,377
"WSI-34","South Island","West Coast Region","Western South Island",1.4,"H35042","Westland / Tai Poutini National Park",1.13,80.39,24.29,80.85,76.74,"sand distance","grass distance","inland water distance",1.65,0.26,0.37,"none","sand distance",0,6.23,6.27,"absent",NA,0,0.32,1.1,NA,NA,NA,1363571.07142591,5204674.16295177,378
"WSI-35","South Island","West Coast Region","Western South Island",3.79,"H35009; H35010; H35007; H35042","Conservation Area - Waiho River Mouth; Conservation Area - Omoeroa River; Conservation Area - Waiho River; Westland / Tai Poutini National Park",1.93,50.85,27.52,48.94,88.23,"sand distance","sand distance","sand distance",1.48,0.32,0.33,"none","sand distance",0,11.53,11.59,"absent",10.99,0,0.49,2.69,NA,NA,NA,1358987.78001683,5199539.76075385,379
"WSI-36","South Island","West Coast Region","Western South Island",2.47,"H35037; H35039; H35021; H35023; G36001; H35042","Local Purpose Reserve - Stock Resting - Gillespies Point; Local Purpose Reserve - Ferry - Cook River Mouth; Conservation Area - Gillespies Beach; Conservation Area - Cook River; Conservation Area - Cook River to Haast River; Westland / Tai Poutini Nation",1.59,64.42,40.08,62.84,75.7,"sand distance","grass distance","grass distance",1.43,0.32,0.44,"low","sand distance",0,15.53,0,"absent",4.64,0,0.23,1.28,NA,NA,NA,1341995.65822371,5187700.51899655,380
"WSI-37","South Island","West Coast Region","Western South Island",1.21,"G35040; G36001; G35041","Local Purpose Reserve - Ferry - Ohinetamatea River; Conservation Area - Cook River to Haast River; Local Purpose Reserve - Ferry - Karangarua River",0.79,65.12,64.33,12.23,67.08,"grass distance","grass distance","grass distance",1.25,0.46,0.53,"none","sand distance",0,8.59,3.79,"absent",11.19,0.03,0.44,1.6,NA,NA,NA,1337868.15059168,5182125.51193347,381
"WSI-38","South Island","West Coast Region","Western South Island",0.77,"G36001","Conservation Area - Cook River to Haast River",0.38,49.25,45.6,11.3,77.56,"sand distance","grass distance","grass distance",1.29,0.58,0.5,"none","slope",0,5.46,5.22,"absent",0.95,0,0.27,1.25,NA,NA,NA,1335508.82767894,5178225.93826746,382
"WSI-39","South Island","West Coast Region","Western South Island",1.51,"G36020; G36001","Marginal strip - Manakaiaua River; Conservation Area - Cook River to Haast River",0.07,4.32,29.17,44.65,91.37,"sand distance","sand distance","grass distance",1.43,0.38,0.35,"low","sand distance",0,0.8,0,"absent",15.43,0,0.3,0.95,NA,NA,NA,1332406.05808633,5172856.7531237,383
"WSI-40","South Island","West Coast Region","Western South Island",1.43,"G36001","Conservation Area - Cook River to Haast River",1.15,80.42,16.04,1.05,99.56,"sand distance","sand distance","grass distance",1.54,0.59,0.32,"none","slope",0,0,1.03,"absent",1.8,0.03,1.06,1.54,NA,NA,NA,1326313.04608447,5167568.64898679,384
"WSI-41","South Island","West Coast Region","Western South Island",0.74,"G36018; G36022; G36001","Government Purpose Reserve - General Government Reserve - Bruce Bay; Marginal Strip - Bruce Bay; Conservation Area - Cook River to Haast River",0.56,75.59,6.69,27.88,98.81,"sand distance","sand distance","coast distance",1.76,0.38,0.22,"none","sand distance",0,0.32,3.9,"absent",1.62,0.03,0.67,1.41,NA,NA,NA,1323687.13982473,5166354.47035323,385
"WSI-42","South Island","West Coast Region","Western South Island",2.44,"G36001","Conservation Area - Cook River to Haast River",0.47,19.14,17.07,27.16,91.96,"sand distance","sand distance","grass distance",1.64,0.45,0.3,"none","sand distance",0,3.27,7.09,"absent",1,0,0.6,1.49,NA,NA,NA,1320302.29043599,5165527.0285101,386
"WSI-43","South Island","West Coast Region","Western South Island",1.18,"G36001","Conservation Area - Cook River to Haast River",0.67,56.56,22.82,65.55,83.23,"sand distance","grass distance","inland water distance",1.63,0.38,0.37,"low","slope",0,0,0.25,"absent",NA,0,0.15,0.48,NA,NA,NA,1288531.93854941,5145698.01380113,387
"WSI-44","South Island","West Coast Region","Western South Island",0.86,"G36001","Conservation Area - Cook River to Haast River",0.74,85.89,4.36,11.98,94.19,"sand distance","sand distance","sand distance",1.81,0.53,0.27,"low","slope",0,0,0.1,"absent",2.67,0,0.3,0.66,NA,NA,NA,1288259.5951244,5144073.72007373,388
"WSI-45","South Island","West Coast Region","Western South Island",5.34,"G36001","Conservation Area - Cook River to Haast River",3.28,61.36,32.31,28.89,81.81,"sand distance","grass distance","grass distance",1.62,0.41,0.38,"low","sand distance",0,0,0,"present",3.67,0,0.29,0.99,NA,NA,NA,1284043.38491942,5140667.46790667,389
"WSI-46","South Island","West Coast Region","Western South Island",5.83,"F37004; G36001; F37001","Okuru Scenic Reserve; Conservation Area - Cook River to Haast River; Conservation Area - Okuru-Waiatoto",3.24,55.56,28.97,33.57,85.3,"sand distance","grass distance","grass distance",1.5,0.46,0.39,"low","slope",32.8,0,0,"present",12.52,0,0.48,1.58,NA,NA,NA,1275546.19226312,5133498.1638126,390
"WSI-47","South Island","West Coast Region","Western South Island",0.93,"F37001; F37043","Conservation Area - Okuru-Waiatoto; Marginal strip - Tasman Sea, Hannahs Clearing",0.18,19.68,87.08,0,66.76,"grass distance","grass distance","grass distance",0.74,0.59,0.68,"none","slope",0,0,0,"absent",1.26,0.03,0.74,1.81,NA,NA,NA,1265853.21331152,5124957.94082743,391
"WSI-48","South Island","West Coast Region","Western South Island",0.43,"F37001; E37001","Conservation Area - Okuru-Waiatoto; Conservation Area - Arawhata",0.24,56.4,100,0,43.8,"grass distance","grass distance","grass distance",0.69,0.54,0.72,"none","slope",0,1.2,0.45,"absent",2.59,0.03,0.33,1.65,NA,NA,NA,1261433.96972724,5121861.45538224,392
"WSI-49","South Island","West Coast Region","Western South Island",0.94,"E38002","Conservation Area - Arawhata Riverbed",0.94,99.99,99.33,0,61.77,"grass distance","grass distance","grass distance",0.72,0.5,0.76,"none","sand distance",100,0.45,0.95,"absent",NA,0.03,0.13,0.35,NA,NA,NA,1253319.9257282,5118614.26573537,393
"WSI-50","South Island","West Coast Region","Western South Island",2.29,"E38001","Conservation Area - Arawhata",0,0,15.67,41.44,89.05,"sand distance","sand distance","sand distance",1.74,0.37,0.3,"none","sand distance",0,21.29,21.32,"absent",NA,0,0.32,1.01,NA,NA,NA,1228874.7462622,5114544.45543394,394
"WSI-51","South Island","West Coast Region","Western South Island",1.55,"E38001","Conservation Area - Arawhata",1.5,96.71,12.5,31.09,99.88,"sand distance","sand distance","sand distance",1.94,0.38,0.23,"none","sand distance",0,26.74,26.77,"absent",NA,0.16,0.76,1.8,NA,NA,NA,1226067.73980617,5109104.6101299,395
